ID,Data,Produto,Categoria,Quantidade,Preço
4153,2023-11-25,Detergente Líquido 500ml,Limpeza,3,2.01
4154,2023-07-18,Leite Integral 1L,Laticínios e Frios,2,5.47
4155,2023-10-31,Leite Integral 1L,Laticínios e Frios,5,5.15
4156,2023-01-13,Iogurte Natural Copo,Laticínios e Frios,1,5.82
4157,2023-05-10,Iogurte Natural Copo,Laticínios e Frios,10,5.57
4158,2023-05-29,Arroz Branco 5kg,Mercearia,7,30.87
4159,2023-07-11,Feijão Carioca 1kg,Mercearia,7,9.91
4160,2023-01-31,Tomate Kg,Hortifrúti,3,7.63
4161,2023-11-20,Banana Prata Kg,Hortifrúti,5,8.0
4162,2023-03-03,Água Sanitária 1L,Limpeza,9,4.84
4163,2023-06-09,Leite Integral 1L,Laticínios e Frios,4,6.6
4164,2023-08-02,Biscoito Recheado,Mercearia,9,4.57
4165,2023-11-24,Suco de Laranja 1L,Bebidas,1,10.77
4166,2023-10-21,Biscoito Recheado,Mercearia,5,4.23
4167,2023-07-11,Água Mineral 1.5L,Bebidas,7,2.54
4168,2023-10-25,Suco de Laranja 1L,Bebidas,8,11.03
4169,2023-04-09,Água Mineral 1.5L,Bebidas,5,2.67
4170,2023-03-26,Refrigerante 2L,Bebidas,8,10.99
4171,2023-03-19,Suco de Laranja 1L,Bebidas,8,8.64
4172,2023-01-27,Cebola Kg,Hortifrúti,7,9.89
4173,2023-07-18,Cebola Kg,Hortifrúti,6,8.84
4174,2023-08-04,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,12.63
4175,2023-12-17,Refrigerante 2L,Bebidas,4,10.79
4176,2023-12-11,Cebola Kg,Hortifrúti,10,9.47
4177,2023-07-26,Cebola Kg,Hortifrúti,9,6.1
4178,2023-12-05,Iogurte Natural Copo,Laticínios e Frios,9,5.11
4179,2023-09-15,Tomate Kg,Hortifrúti,8,8.3
4180,2023-04-07,Arroz Branco 5kg,Mercearia,4,33.18
4181,2023-06-24,Tomate Kg,Hortifrúti,5,10.76
4182,2023-04-20,Água Sanitária 1L,Limpeza,2,6.61
4183,2023-08-23,Suco de Laranja 1L,Bebidas,7,9.68
4184,2023-09-13,Biscoito Recheado,Mercearia,9,3.86
4185,2023-10-25,Banana Prata Kg,Hortifrúti,2,8.87
4186,2023-05-24,Água Mineral 1.5L,Bebidas,4,2.91
4187,2023-10-28,Feijão Carioca 1kg,Mercearia,9,9.48
4188,2023-12-16,Suco de Laranja 1L,Bebidas,4,12.32
4189,2023-12-27,Sabão em Pó 1kg,Limpeza,7,18.83
4190,2023-12-06,Biscoito Recheado,Mercearia,6,3.52
4191,2023-01-25,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,12.12
4192,2023-05-12,Biscoito Recheado,Mercearia,7,3.34
4193,2023-10-31,Feijão Carioca 1kg,Mercearia,7,11.66
4194,2023-12-16,Queijo Mussarela Fatiado 200g,Laticínios e Frios,8,18.0
4195,2023-03-21,Feijão Carioca 1kg,Mercearia,5,9.63
4196,2023-01-07,Sabão em Pó 1kg,Limpeza,1,20.78
4197,2023-08-13,Refrigerante 2L,Bebidas,1,7.75
4198,2023-07-24,Refrigerante 2L,Bebidas,6,7.65
4199,2023-05-18,Detergente Líquido 500ml,Limpeza,4,3.53
4200,2023-10-05,Refrigerante 2L,Bebidas,2,7.68
4201,2023-08-14,Água Sanitária 1L,Limpeza,9,5.11
4202,2023-11-02,Banana Prata Kg,Hortifrúti,9,8.03
4203,2023-05-24,Cebola Kg,Hortifrúti,5,9.6
4204,2023-08-30,Água Mineral 1.5L,Bebidas,4,3.1
4205,2023-12-14,Refrigerante 2L,Bebidas,6,7.9
4206,2023-08-08,Cebola Kg,Hortifrúti,3,8.06
4207,2023-11-03,Cebola Kg,Hortifrúti,9,5.83
4208,2023-11-09,Iogurte Natural Copo,Laticínios e Frios,1,3.41
4209,2023-06-24,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,15.6
4210,2023-04-23,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,13.04
4211,2023-03-01,Suco de Laranja 1L,Bebidas,1,9.27
4212,2023-03-27,Iogurte Natural Copo,Laticínios e Frios,6,3.02
4213,2023-09-30,Água Mineral 1.5L,Bebidas,7,3.22
4214,2023-05-24,Arroz Branco 5kg,Mercearia,6,32.88
4215,2023-12-14,Iogurte Natural Copo,Laticínios e Frios,4,5.37
4216,2023-12-02,Biscoito Recheado,Mercearia,10,4.15
4217,2023-01-04,Suco de Laranja 1L,Bebidas,4,10.95
4218,2023-01-01,Refrigerante 2L,Bebidas,7,9.34
4219,2023-08-25,Tomate Kg,Hortifrúti,8,11.32
4220,2023-10-26,Arroz Branco 5kg,Mercearia,10,31.12
4221,2023-12-24,Iogurte Natural Copo,Laticínios e Frios,5,4.7
4222,2023-07-30,Água Sanitária 1L,Limpeza,10,5.52
4223,2023-09-30,Refrigerante 2L,Bebidas,4,8.14
4224,2023-03-30,Detergente Líquido 500ml,Limpeza,4,4.2
4225,2023-01-24,Feijão Carioca 1kg,Mercearia,8,11.77
4226,2023-09-20,Tomate Kg,Hortifrúti,7,6.88
4227,2023-11-17,Água Mineral 1.5L,Bebidas,10,3.32
4228,2023-07-21,Suco de Laranja 1L,Bebidas,6,8.13
4229,2023-01-28,Água Sanitária 1L,Limpeza,4,6.86
4230,2023-06-01,Leite Integral 1L,Laticínios e Frios,10,5.36
4231,2023-12-03,Tomate Kg,Hortifrúti,1,7.89
4232,2023-10-24,Banana Prata Kg,Hortifrúti,4,8.08
4233,2023-08-21,Arroz Branco 5kg,Mercearia,6,28.12
4234,2023-10-16,Cebola Kg,Hortifrúti,3,8.76
4235,2023-02-14,Banana Prata Kg,Hortifrúti,5,7.85
4236,2023-03-12,Biscoito Recheado,Mercearia,6,4.02
4237,2023-09-07,Sabão em Pó 1kg,Limpeza,10,18.0
4238,2023-01-18,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,14.51
4239,2023-06-29,Sabão em Pó 1kg,Limpeza,10,18.46
4240,2023-04-23,Feijão Carioca 1kg,Mercearia,7,9.3
4241,2023-12-03,Refrigerante 2L,Bebidas,2,7.28
4242,2023-10-19,Iogurte Natural Copo,Laticínios e Frios,5,5.7
4243,2023-08-20,Suco de Laranja 1L,Bebidas,5,11.34
4244,2023-02-16,Cebola Kg,Hortifrúti,1,7.39
4245,2023-12-09,Suco de Laranja 1L,Bebidas,3,8.94
4246,2023-05-27,Arroz Branco 5kg,Mercearia,9,28.43
4247,2023-09-04,Detergente Líquido 500ml,Limpeza,6,3.03
4248,2023-08-01,Detergente Líquido 500ml,Limpeza,4,2.4
4249,2023-09-15,Biscoito Recheado,Mercearia,10,4.51
4250,2023-11-05,Cebola Kg,Hortifrúti,5,9.69
4251,2023-06-02,Tomate Kg,Hortifrúti,9,8.42
4252,2023-04-10,Iogurte Natural Copo,Laticínios e Frios,8,3.13
4253,2023-02-17,Refrigerante 2L,Bebidas,1,7.02
4254,2023-03-28,Refrigerante 2L,Bebidas,3,10.67
4255,2023-08-03,Iogurte Natural Copo,Laticínios e Frios,4,3.47
4256,2023-09-11,Feijão Carioca 1kg,Mercearia,1,11.35
4257,2023-08-04,Biscoito Recheado,Mercearia,5,3.27
4258,2023-02-01,Biscoito Recheado,Mercearia,4,3.32
4259,2023-07-10,Sabão em Pó 1kg,Limpeza,3,20.61
4260,2023-06-07,Leite Integral 1L,Laticínios e Frios,9,6.11
4261,2023-12-02,Refrigerante 2L,Bebidas,9,7.14
4262,2023-06-06,Iogurte Natural Copo,Laticínios e Frios,2,4.89
4263,2023-03-02,Leite Integral 1L,Laticínios e Frios,7,5.17
4264,2023-08-19,Água Sanitária 1L,Limpeza,3,4.56
4265,2023-06-17,Detergente Líquido 500ml,Limpeza,1,4.2
4266,2023-12-15,Cebola Kg,Hortifrúti,1,7.0
4267,2023-07-24,Iogurte Natural Copo,Laticínios e Frios,6,5.25
4268,2023-11-27,Biscoito Recheado,Mercearia,7,4.86
4269,2023-01-04,Iogurte Natural Copo,Laticínios e Frios,6,3.61
4270,2023-03-04,Biscoito Recheado,Mercearia,1,4.8
4271,2023-09-26,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,14.35
4272,2023-10-15,Suco de Laranja 1L,Bebidas,5,8.09
4273,2023-01-31,Sabão em Pó 1kg,Limpeza,6,19.49
4274,2023-01-29,Tomate Kg,Hortifrúti,1,6.85
4275,2023-11-08,Tomate Kg,Hortifrúti,2,6.8
4276,2023-09-07,Refrigerante 2L,Bebidas,4,7.35
4277,2023-09-17,Tomate Kg,Hortifrúti,6,7.72
4278,2023-12-01,Sabão em Pó 1kg,Limpeza,1,19.6
4279,2023-05-25,Sabão em Pó 1kg,Limpeza,4,17.55
4280,2023-02-23,Biscoito Recheado,Mercearia,4,4.32
4281,2023-06-16,Refrigerante 2L,Bebidas,8,10.6
4282,2023-11-10,Banana Prata Kg,Hortifrúti,4,6.74
4283,2023-07-02,Feijão Carioca 1kg,Mercearia,9,11.8
4284,2023-03-11,Suco de Laranja 1L,Bebidas,9,9.87
4285,2023-07-22,Biscoito Recheado,Mercearia,4,3.73
4286,2023-01-18,Feijão Carioca 1kg,Mercearia,1,11.24
4287,2023-11-02,Refrigerante 2L,Bebidas,10,10.73
4288,2023-06-20,Biscoito Recheado,Mercearia,5,3.04
4289,2023-05-02,Leite Integral 1L,Laticínios e Frios,2,7.98
4290,2023-09-29,Suco de Laranja 1L,Bebidas,3,9.12
4291,2023-05-20,Detergente Líquido 500ml,Limpeza,5,4.47
4292,2023-01-06,Leite Integral 1L,Laticínios e Frios,6,5.49
4293,2023-01-22,Detergente Líquido 500ml,Limpeza,5,2.53
4294,2023-08-09,Iogurte Natural Copo,Laticínios e Frios,10,4.25
4295,2023-09-13,Biscoito Recheado,Mercearia,1,4.79
4296,2023-06-23,Sabão em Pó 1kg,Limpeza,7,19.41
4297,2023-12-01,Detergente Líquido 500ml,Limpeza,2,2.77
4298,2023-01-04,Arroz Branco 5kg,Mercearia,6,32.97
4299,2023-03-06,Detergente Líquido 500ml,Limpeza,1,2.88
4300,2023-01-08,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,12.49
4301,2023-06-12,Biscoito Recheado,Mercearia,2,3.31
4302,2023-11-21,Tomate Kg,Hortifrúti,6,6.88
4303,2023-05-24,Arroz Branco 5kg,Mercearia,10,34.23
4304,2023-02-12,Refrigerante 2L,Bebidas,5,10.36
4305,2023-07-29,Feijão Carioca 1kg,Mercearia,5,8.11
4306,2023-05-11,Queijo Mussarela Fatiado 200g,Laticínios e Frios,9,17.94
4307,2023-03-12,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,14.94
4308,2023-08-31,Feijão Carioca 1kg,Mercearia,6,11.1
4309,2023-07-16,Banana Prata Kg,Hortifrúti,5,7.44
4310,2023-08-14,Sabão em Pó 1kg,Limpeza,5,20.77
4311,2023-07-27,Detergente Líquido 500ml,Limpeza,3,2.86
4312,2023-04-28,Detergente Líquido 500ml,Limpeza,7,2.44
4313,2023-07-24,Água Sanitária 1L,Limpeza,4,6.69
4314,2023-03-21,Arroz Branco 5kg,Mercearia,4,25.24
4315,2023-02-12,Queijo Mussarela Fatiado 200g,Laticínios e Frios,2,12.16
4316,2023-04-28,Tomate Kg,Hortifrúti,7,6.15
4317,2023-06-02,Banana Prata Kg,Hortifrúti,1,5.72
4318,2023-05-29,Tomate Kg,Hortifrúti,5,9.46
4319,2023-07-23,Tomate Kg,Hortifrúti,3,8.1
4320,2023-05-05,Detergente Líquido 500ml,Limpeza,4,2.17
4321,2023-02-20,Sabão em Pó 1kg,Limpeza,7,21.72
4322,2023-12-23,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,16.79
4323,2023-08-07,Cebola Kg,Hortifrúti,3,8.89
4324,2023-04-20,Suco de Laranja 1L,Bebidas,4,10.43
4325,2023-08-05,Leite Integral 1L,Laticínios e Frios,1,6.67
4326,2023-09-14,Sabão em Pó 1kg,Limpeza,1,15.78
4327,2023-03-15,Queijo Mussarela Fatiado 200g,Laticínios e Frios,5,13.82
4328,2023-02-10,Refrigerante 2L,Bebidas,4,9.4
4329,2023-09-29,Água Sanitária 1L,Limpeza,9,5.66
4330,2023-11-30,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,16.04
4331,2023-01-23,Água Sanitária 1L,Limpeza,4,4.59
4332,2023-04-02,Arroz Branco 5kg,Mercearia,3,31.02
4333,2023-04-14,Feijão Carioca 1kg,Mercearia,10,11.79
4334,2023-06-06,Iogurte Natural Copo,Laticínios e Frios,7,5.83
4335,2023-07-08,Arroz Branco 5kg,Mercearia,1,30.9
4336,2023-03-31,Refrigerante 2L,Bebidas,3,7.02
4337,2023-11-28,Arroz Branco 5kg,Mercearia,9,29.42
4338,2023-05-25,Tomate Kg,Hortifrúti,6,8.41
4339,2023-08-20,Sabão em Pó 1kg,Limpeza,2,15.15
4340,2023-10-09,Leite Integral 1L,Laticínios e Frios,5,7.2
4341,2023-11-20,Biscoito Recheado,Mercearia,9,4.5
4342,2023-07-30,Banana Prata Kg,Hortifrúti,8,7.02
4343,2023-12-12,Iogurte Natural Copo,Laticínios e Frios,7,5.84
4344,2023-08-21,Água Sanitária 1L,Limpeza,6,5.65
4345,2023-03-28,Sabão em Pó 1kg,Limpeza,7,15.15
4346,2023-02-08,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,13.44
4347,2023-04-21,Biscoito Recheado,Mercearia,5,3.23
4348,2023-08-07,Refrigerante 2L,Bebidas,9,7.52
4349,2023-11-19,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,16.68
4350,2023-08-04,Detergente Líquido 500ml,Limpeza,1,3.91
4351,2023-10-09,Biscoito Recheado,Mercearia,2,3.16
4352,2023-12-03,Detergente Líquido 500ml,Limpeza,5,3.29
4353,2023-08-19,Cebola Kg,Hortifrúti,5,5.2
4354,2023-02-04,Leite Integral 1L,Laticínios e Frios,8,7.8
4355,2023-01-17,Leite Integral 1L,Laticínios e Frios,7,7.64
4356,2023-03-23,Banana Prata Kg,Hortifrúti,6,6.48
4357,2023-01-07,Cebola Kg,Hortifrúti,10,9.86
4358,2023-06-18,Banana Prata Kg,Hortifrúti,3,8.55
4359,2023-05-29,Iogurte Natural Copo,Laticínios e Frios,2,3.52
4360,2023-09-04,Água Mineral 1.5L,Bebidas,4,2.74
4361,2023-06-16,Tomate Kg,Hortifrúti,7,10.88
4362,2023-05-29,Refrigerante 2L,Bebidas,2,9.35
4363,2023-01-16,Tomate Kg,Hortifrúti,7,10.3
4364,2023-08-26,Sabão em Pó 1kg,Limpeza,2,24.9
4365,2023-05-10,Leite Integral 1L,Laticínios e Frios,10,5.38
4366,2023-06-23,Banana Prata Kg,Hortifrúti,5,6.24
4367,2023-05-26,Água Mineral 1.5L,Bebidas,7,2.65
4368,2023-06-27,Tomate Kg,Hortifrúti,4,7.65
4369,2023-08-02,Água Sanitária 1L,Limpeza,7,5.31
4370,2023-01-16,Feijão Carioca 1kg,Mercearia,7,9.64
4371,2023-05-02,Água Mineral 1.5L,Bebidas,10,3.16
4372,2023-07-14,Banana Prata Kg,Hortifrúti,2,7.54
4373,2023-02-06,Tomate Kg,Hortifrúti,8,6.2
4374,2023-11-25,Refrigerante 2L,Bebidas,9,7.9
4375,2023-04-20,Banana Prata Kg,Hortifrúti,7,6.76
4376,2023-04-17,Água Mineral 1.5L,Bebidas,10,3.19
4377,2023-07-26,Tomate Kg,Hortifrúti,6,7.02
4378,2023-11-25,Refrigerante 2L,Bebidas,10,9.06
4379,2023-08-29,Iogurte Natural Copo,Laticínios e Frios,4,5.86
4380,2023-02-04,Leite Integral 1L,Laticínios e Frios,5,6.71
4381,2023-10-30,Suco de Laranja 1L,Bebidas,6,8.27
4382,2023-05-04,Suco de Laranja 1L,Bebidas,10,11.97
4383,2023-12-15,Leite Integral 1L,Laticínios e Frios,10,7.81
4384,2023-09-27,Sabão em Pó 1kg,Limpeza,1,23.52
4385,2023-01-20,Banana Prata Kg,Hortifrúti,5,5.17
4386,2023-10-08,Água Sanitária 1L,Limpeza,9,4.86
4387,2023-11-28,Feijão Carioca 1kg,Mercearia,9,9.71
4388,2023-11-02,Biscoito Recheado,Mercearia,9,3.34
4389,2023-12-04,Refrigerante 2L,Bebidas,8,10.69
4390,2023-03-26,Sabão em Pó 1kg,Limpeza,9,20.05
4391,2023-02-13,Banana Prata Kg,Hortifrúti,5,6.37
4392,2023-03-23,Água Mineral 1.5L,Bebidas,1,2.5
4393,2023-05-29,Biscoito Recheado,Mercearia,8,4.28
4394,2023-04-16,Banana Prata Kg,Hortifrúti,4,7.96
4395,2023-11-28,Sabão em Pó 1kg,Limpeza,9,17.78
4396,2023-12-30,Iogurte Natural Copo,Laticínios e Frios,2,5.8
4397,2023-12-04,Leite Integral 1L,Laticínios e Frios,7,7.96
4398,2023-06-24,Suco de Laranja 1L,Bebidas,2,8.42
4399,2023-10-31,Refrigerante 2L,Bebidas,8,9.04
4400,2023-09-16,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,14.12
4401,2023-01-05,Cebola Kg,Hortifrúti,7,7.89
4402,2023-10-13,Tomate Kg,Hortifrúti,9,8.04
4403,2023-04-16,Sabão em Pó 1kg,Limpeza,2,17.79
4404,2023-12-09,Leite Integral 1L,Laticínios e Frios,7,5.35
4405,2023-03-03,Refrigerante 2L,Bebidas,10,9.48
4406,2023-04-19,Iogurte Natural Copo,Laticínios e Frios,9,5.21
4407,2023-06-30,Refrigerante 2L,Bebidas,10,8.36
4408,2023-06-15,Água Sanitária 1L,Limpeza,2,5.44
4409,2023-12-13,Banana Prata Kg,Hortifrúti,7,5.49
4410,2023-05-25,Arroz Branco 5kg,Mercearia,4,34.67
4411,2023-08-02,Biscoito Recheado,Mercearia,4,4.38
4412,2023-03-17,Banana Prata Kg,Hortifrúti,10,6.43
4413,2023-09-14,Arroz Branco 5kg,Mercearia,2,33.21
4414,2023-08-03,Leite Integral 1L,Laticínios e Frios,9,7.22
4415,2023-10-28,Banana Prata Kg,Hortifrúti,7,6.35
4416,2023-03-20,Tomate Kg,Hortifrúti,10,6.69
4417,2023-01-18,Água Mineral 1.5L,Bebidas,8,2.45
4418,2023-04-04,Iogurte Natural Copo,Laticínios e Frios,7,3.5
4419,2023-10-28,Leite Integral 1L,Laticínios e Frios,9,7.02
4420,2023-06-20,Suco de Laranja 1L,Bebidas,1,10.21
4421,2023-09-13,Arroz Branco 5kg,Mercearia,4,32.52
4422,2023-06-29,Leite Integral 1L,Laticínios e Frios,7,7.7
4423,2023-05-17,Leite Integral 1L,Laticínios e Frios,3,6.68
4424,2023-03-01,Detergente Líquido 500ml,Limpeza,4,2.64
4425,2023-09-12,Detergente Líquido 500ml,Limpeza,7,2.89
4426,2023-03-01,Detergente Líquido 500ml,Limpeza,6,4.28
4427,2023-02-28,Cebola Kg,Hortifrúti,4,5.68
4428,2023-09-10,Banana Prata Kg,Hortifrúti,3,8.81
4429,2023-05-23,Água Sanitária 1L,Limpeza,3,6.46
4430,2023-05-19,Água Sanitária 1L,Limpeza,4,5.44
4431,2023-04-17,Iogurte Natural Copo,Laticínios e Frios,6,3.42
4432,2023-02-23,Água Sanitária 1L,Limpeza,5,6.1
4433,2023-03-21,Leite Integral 1L,Laticínios e Frios,2,6.29
4434,2023-08-05,Iogurte Natural Copo,Laticínios e Frios,6,3.37
4435,2023-04-23,Leite Integral 1L,Laticínios e Frios,3,6.33
4436,2023-11-08,Feijão Carioca 1kg,Mercearia,3,10.92
4437,2023-03-24,Banana Prata Kg,Hortifrúti,9,8.18
4438,2023-09-26,Refrigerante 2L,Bebidas,6,8.24
4439,2023-03-20,Sabão em Pó 1kg,Limpeza,7,20.91
4440,2023-04-25,Água Sanitária 1L,Limpeza,3,6.86
4441,2023-05-15,Suco de Laranja 1L,Bebidas,7,11.74
4442,2023-08-19,Biscoito Recheado,Mercearia,6,3.62
4443,2023-11-03,Detergente Líquido 500ml,Limpeza,2,3.5
4444,2023-06-04,Leite Integral 1L,Laticínios e Frios,8,7.35
4445,2023-02-14,Água Sanitária 1L,Limpeza,2,4.37
4446,2023-05-20,Queijo Mussarela Fatiado 200g,Laticínios e Frios,5,15.93
4447,2023-01-16,Iogurte Natural Copo,Laticínios e Frios,4,4.98
4448,2023-07-23,Refrigerante 2L,Bebidas,9,7.5
4449,2023-08-02,Biscoito Recheado,Mercearia,10,3.76
4450,2023-12-21,Água Mineral 1.5L,Bebidas,5,3.8
4451,2023-08-18,Água Sanitária 1L,Limpeza,1,6.89
4452,2023-09-23,Iogurte Natural Copo,Laticínios e Frios,9,5.7
4453,2023-11-14,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,12.17
4454,2023-02-22,Sabão em Pó 1kg,Limpeza,7,19.12
4455,2023-09-10,Feijão Carioca 1kg,Mercearia,8,11.91
4456,2023-08-13,Tomate Kg,Hortifrúti,5,7.63
4457,2023-09-06,Água Mineral 1.5L,Bebidas,6,2.11
4458,2023-03-06,Biscoito Recheado,Mercearia,10,4.78
4459,2023-06-10,Banana Prata Kg,Hortifrúti,1,7.4
4460,2023-08-11,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,14.73
4461,2023-11-18,Suco de Laranja 1L,Bebidas,1,11.01
4462,2023-01-13,Suco de Laranja 1L,Bebidas,6,12.67
4463,2023-07-23,Feijão Carioca 1kg,Mercearia,5,8.17
4464,2023-03-13,Água Sanitária 1L,Limpeza,4,4.4
4465,2023-03-09,Iogurte Natural Copo,Laticínios e Frios,4,3.32
4466,2023-05-06,Suco de Laranja 1L,Bebidas,1,8.42
4467,2023-08-04,Refrigerante 2L,Bebidas,5,8.94
4468,2023-06-03,Sabão em Pó 1kg,Limpeza,9,21.81
4469,2023-11-20,Água Mineral 1.5L,Bebidas,7,2.86
4470,2023-04-12,Detergente Líquido 500ml,Limpeza,7,4.22
4471,2023-10-21,Água Mineral 1.5L,Bebidas,9,2.44
4472,2023-04-01,Refrigerante 2L,Bebidas,3,10.23
4473,2023-08-09,Banana Prata Kg,Hortifrúti,1,7.34
4474,2023-10-14,Leite Integral 1L,Laticínios e Frios,9,7.17
4475,2023-10-13,Água Mineral 1.5L,Bebidas,10,3.84
4476,2023-10-08,Suco de Laranja 1L,Bebidas,4,9.63
4477,2023-04-09,Água Sanitária 1L,Limpeza,5,5.16
4478,2023-08-29,Detergente Líquido 500ml,Limpeza,10,2.87
4479,2023-03-20,Leite Integral 1L,Laticínios e Frios,9,7.31
4480,2023-07-21,Detergente Líquido 500ml,Limpeza,3,3.33
4481,2023-10-27,Biscoito Recheado,Mercearia,7,4.69
4482,2023-02-12,Detergente Líquido 500ml,Limpeza,3,3.4
4483,2023-10-29,Água Sanitária 1L,Limpeza,2,4.9
4484,2023-01-17,Detergente Líquido 500ml,Limpeza,8,2.95
4485,2023-02-07,Leite Integral 1L,Laticínios e Frios,10,6.9
4486,2023-06-08,Refrigerante 2L,Bebidas,2,8.1
4487,2023-04-26,Cebola Kg,Hortifrúti,10,9.48
4488,2023-12-30,Cebola Kg,Hortifrúti,9,7.08
4489,2023-07-21,Cebola Kg,Hortifrúti,5,9.8
4490,2023-06-20,Leite Integral 1L,Laticínios e Frios,6,6.92
4491,2023-02-22,Banana Prata Kg,Hortifrúti,1,8.31
4492,2023-07-07,Arroz Branco 5kg,Mercearia,9,34.96
4493,2023-04-15,Biscoito Recheado,Mercearia,4,3.91
4494,2023-06-18,Biscoito Recheado,Mercearia,2,3.26
4495,2023-12-11,Refrigerante 2L,Bebidas,8,7.11
4496,2023-04-30,Água Mineral 1.5L,Bebidas,9,3.03
4497,2023-04-11,Feijão Carioca 1kg,Mercearia,2,9.45
4498,2023-11-10,Tomate Kg,Hortifrúti,6,10.05
4499,2023-03-21,Banana Prata Kg,Hortifrúti,4,7.65
4500,2023-01-23,Água Sanitária 1L,Limpeza,10,4.84
4501,2023-06-21,Biscoito Recheado,Mercearia,4,4.71
4502,2023-10-04,Detergente Líquido 500ml,Limpeza,9,2.35
4503,2023-02-05,Refrigerante 2L,Bebidas,2,7.03
4504,2023-06-04,Detergente Líquido 500ml,Limpeza,2,2.56
4505,2023-06-29,Tomate Kg,Hortifrúti,4,11.47
4506,2023-03-29,Água Mineral 1.5L,Bebidas,9,3.23
4507,2023-04-04,Feijão Carioca 1kg,Mercearia,10,9.73
4508,2023-02-17,Refrigerante 2L,Bebidas,1,8.28
4509,2023-10-22,Água Sanitária 1L,Limpeza,1,6.67
4510,2023-10-26,Cebola Kg,Hortifrúti,4,8.16
4511,2023-07-30,Leite Integral 1L,Laticínios e Frios,6,6.42
4512,2023-06-14,Refrigerante 2L,Bebidas,6,10.7
4513,2023-02-08,Iogurte Natural Copo,Laticínios e Frios,5,3.25
4514,2023-12-04,Tomate Kg,Hortifrúti,2,7.04
4515,2023-07-30,Água Mineral 1.5L,Bebidas,2,3.34
4516,2023-11-14,Biscoito Recheado,Mercearia,4,3.08
4517,2023-08-19,Iogurte Natural Copo,Laticínios e Frios,6,4.72
4518,2023-08-29,Refrigerante 2L,Bebidas,1,8.74
4519,2023-06-18,Água Sanitária 1L,Limpeza,1,4.41
4520,2023-09-14,Banana Prata Kg,Hortifrúti,4,8.04
4521,2023-05-24,Água Mineral 1.5L,Bebidas,1,3.89
4522,2023-04-09,Sabão em Pó 1kg,Limpeza,6,23.43
4523,2023-10-10,Detergente Líquido 500ml,Limpeza,2,4.3
4524,2023-02-09,Detergente Líquido 500ml,Limpeza,5,3.25
4525,2023-06-16,Leite Integral 1L,Laticínios e Frios,5,5.7
4526,2023-11-12,Sabão em Pó 1kg,Limpeza,1,23.68
4527,2023-01-31,Sabão em Pó 1kg,Limpeza,2,23.85
4528,2023-10-22,Arroz Branco 5kg,Mercearia,5,28.12
4529,2023-03-10,Iogurte Natural Copo,Laticínios e Frios,4,3.81
4530,2023-09-29,Biscoito Recheado,Mercearia,2,3.18
4531,2023-05-15,Detergente Líquido 500ml,Limpeza,7,4.1
4532,2023-05-16,Iogurte Natural Copo,Laticínios e Frios,9,5.36
4533,2023-07-15,Leite Integral 1L,Laticínios e Frios,1,5.3
4534,2023-06-08,Água Sanitária 1L,Limpeza,8,4.05
4535,2023-05-23,Arroz Branco 5kg,Mercearia,5,30.8
4536,2023-01-09,Arroz Branco 5kg,Mercearia,1,28.82
4537,2023-06-18,Leite Integral 1L,Laticínios e Frios,7,7.79
4538,2023-01-13,Cebola Kg,Hortifrúti,8,7.51
4539,2023-01-05,Iogurte Natural Copo,Laticínios e Frios,2,4.55
4540,2023-08-06,Refrigerante 2L,Bebidas,10,8.21
4541,2023-12-11,Água Sanitária 1L,Limpeza,6,4.69
4542,2023-07-13,Feijão Carioca 1kg,Mercearia,1,11.16
4543,2023-06-27,Água Sanitária 1L,Limpeza,7,5.97
4544,2023-07-25,Água Sanitária 1L,Limpeza,1,6.56
4545,2023-08-10,Queijo Mussarela Fatiado 200g,Laticínios e Frios,9,15.37
4546,2023-12-22,Tomate Kg,Hortifrúti,6,11.87
4547,2023-12-15,Cebola Kg,Hortifrúti,4,5.86
4548,2023-09-20,Feijão Carioca 1kg,Mercearia,5,9.97
4549,2023-09-29,Água Sanitária 1L,Limpeza,8,6.17
4550,2023-10-18,Leite Integral 1L,Laticínios e Frios,1,7.57
4551,2023-11-21,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,13.05
4552,2023-07-20,Cebola Kg,Hortifrúti,8,5.99
4553,2023-03-13,Refrigerante 2L,Bebidas,2,10.3
4554,2023-03-11,Sabão em Pó 1kg,Limpeza,6,19.59
4555,2023-08-26,Água Mineral 1.5L,Bebidas,10,3.18
4556,2023-08-25,Banana Prata Kg,Hortifrúti,4,7.25
